Id,Artist Name,Track Name,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,Class,log_duration_in min/ms,log_acousticness
141,Argonaut & Wasp,Dog Days,42.0,0.78,0.653,2.0,-7.085,1,0.0311,0.42,0.0316,0.0997,0.527,116.008,215293.0,4,6,12.279759814873096,0.3506568716131694
142,NEEDTOBREATHE,Brother - Acoustic,48.0,0.386,0.561,9.0,-5.879,1,0.0324,0.806,0.00124,0.11,0.416,78.884,3.60618333,4,0,1.5273996030380088,0.5911144549947938
143,Big Thief,Shark Smile - Edit,59.0,0.688,0.737,6.0,-9.31,0,0.0678,0.0769,0.641,0.114,0.666,131.042,194760.0,4,6,12.179528444807998,0.0740865433526982
144,Dudu Faruk,◊ì◊ï◊ì ◊î◊û◊ú◊ö (◊¢◊®◊ß ◊¢◊®◊ß ◊¢◊®◊ß),32.0,0.742,0.403,9.0,-12.167,1,0.257,0.0103,0.0108,0.136,0.485,177.072,187636.0,4,9,12.142264524252337,0.010247316451549523
145,Saosin,It's Far Better To Learn,48.0,0.32,0.94,2.0,-4.823,0,0.0866,0.000402,0.14,0.235,0.0724,182.189,234547.0,4,10,12.365415536753718,0.00040191921964840915
146,Keb' Mo',Am I Wrong,52.0,0.882,0.476,Unknown,-9.235,1,0.0528,0.458,2.47e-06,0.0445,0.964,112.65,138533.0,4,2,11.838871061847058,0.37706563358646644
147,The Felice Brothers,Plunder,36.0,0.383,0.828,Unknown,-6.322,1,0.0359,0.033,3.05e-05,0.35,0.845,135.067,221907.0,4,10,12.310018160546617,0.032467190137501496
148,Moshe Peretz,◊©◊™◊ô◊ô◊ù ◊ë◊ú◊ô◊ú◊î,23.0,0.45,0.722,Unknown,-5.143,1,0.0345,0.342,0.0001215,0.114,0.373,159.947,273453.0,4,9,12.518888696570656,0.29416103854949005
149,Lucky Kilimanjaro,KIDS,46.0,0.837,0.767,11.0,-6.086,1,0.167,0.515,0.0001215,0.278,0.756,115.963,158077.0,4,9,11.970843861079798,0.4154154389613325
150,Little Walter,My Babe,56.0,0.676,0.334,5.0,-10.572,1,0.0508,0.862,0.00298,0.32,0.867,158.0,162040.0,4,2,11.995604668613309,0.6216511788548753
151,The 1975,Love It If We Made It,70.0,0.472,0.745,4.0,-5.297,1,0.0356,0.000607,2.74e-05,0.0957,0.0631,180.06,252926.0,4,9,12.440856188525283,0.0006068158500155921
152,Logic1000,Like My Way,47.0,0.803,0.581,9.0,-8.054,1,0.17,0.0258,0.84,0.0768,0.163,125.007,253440.0,4,1,12.442886333307484,0.025472795973031023
153,KRS-One,Step into a World (Rapture's Delight),59.0,0.803,0.806,Unknown,-7.805,1,0.265,0.00761,0.00544,0.101,0.624,94.994,289907.0,4,5,12.577318910251655,0.007581190020313174
154,Watain,Black Flames March,33.0,0.263,0.892,4.0,-7.704,1,0.0597,1.52e-05,0.783,0.129,0.141,113.98,380773.0,4,8,12.849961302257421,1.5199884481170589e-05
155,The Tracks,Strange Moments,22.0,0.329,0.905,7.0,-5.728,1,0.0546,8.63e-05,0.0037,0.11,0.711,145.149,183560.0,4,1,12.120302316303912,8.629627636923135e-05
156,Figueroa,Back to the Stars,35.0,0.417,0.569,4.0,-7.56,1,0.0303,0.000302,0.606,0.104,0.0352,140.02,366957.0,4,6,12.813002679070895,0.00030195440717912365
157,Freeds,Fruit Bats,42.0,0.897,0.466,10.0,-10.18,1,0.0478,0.556,0.000165,0.119,0.522,104.944,175313.0,4,6,12.074333930812282,0.4421184257561999
158,Jungle,Keep Moving - The Blessed Madonna remix / Edit,54.0,0.713,0.735,10.0,-5.502,0,0.051,0.000879,0.535,0.235,0.501,125.995,257263.0,4,1,12.457858073984193,0.0008786139057346744
159,iogi,oh yes,34.0,0.654,0.843,1.0,-7.264,0,0.0286,0.0392,0.0457,0.17,0.97,145.026,240661.0,4,6,12.391148738437137,0.038451186374252724
160,Apate,Under My Skin,24.0,0.384,0.99,Unknown,-2.170850000000002,1,0.272,0.000519,0.0187,0.787,0.209,159.957,159373.0,4,8,11.979008920365338,0.0005188653660813218
161,Spank Rock,Bump - Switch Remix,16.0,0.777,0.693,1.0,-10.473,1,0.439,0.246,0.0139,0.249,0.485,126.005,447000.0,4,1,13.010316110729669,0.2199384203652614
162,Creeper,All My Friends,36.0,0.438,0.263,9.0,-9.017,1,0.0346,0.924,0.001565,0.101,0.452,82.449,168482.0,4,10,12.03459013347708,0.6544063522435148
163,D√©luge,Digue,21.0,0.272,0.947,5.0,-5.327,1,0.121,0.00122,0.288,0.769,0.0577,179.935,362653.0,3,8,12.801204490649384,0.001219256404729373
164,Born Ruffians,I Fall in Love Every Night,43.0,0.314,0.592,9.0,-9.297,1,0.0409,0.00472,0.0457,0.268,0.282,80.458,243760.0,4,6,12.403943516046976,0.004708895727734254
165,Sheryl Crow,Home,38.0,0.485,0.409,Unknown,-13.92,1,0.0278,0.245,0.251,0.0887,0.301,166.177,290733.0,4,10,12.580164038772116,0.21913552991667093
166,Big Jesus,Lock & Key,19.0,0.388,0.826,Unknown,-3.803,1,0.0439,2.65e-05,0.286,0.126,0.356,82.013,236676.0,4,10,12.374451621368063,2.6499648881203084e-05
167,Sentenced,Noose,45.0,0.53,0.893,7.0,-5.426,0,0.0704,0.00027,0.37,0.095,0.585,135.076,241267.0,4,8,12.393663627816904,0.0002699635565596717
168,"Luiz Bonfá, Panos Megarchiotis",Passeio No Rio - Arranged by Carlos Barbosa-Lima,40.0,0.571,0.158,2.0,-16.835,1,0.0779,0.964,0.919,0.108,0.308,114.315,3.068233333,4,7,1.4032088347026557,0.6749832099322741
169,Redlight,Every,46.19,0.601,0.937,8.0,-4.314,0,0.0495,0.00349,0.908,0.0509,0.755,126.013,217143.0,4,1,12.28831600691119,0.003483924082530876
170,JUMBO,Chump,25.0,0.381,0.597,2.0,-8.669,1,0.0313,0.521,0.000247,0.203,0.463,174.108,274764.0,4,6,12.523671465862053,0.4193680132771558
171,Janiva Magness,Whoop And Holler,12.0,0.636,0.918,9.0,-6.294,1,0.0559,0.531,9.85e-06,0.328,0.46,96.991,156773.0,4,2,11.962560556822867,0.4259211166755467
172,John Lee Hooker,Moon Is Rising,35.0,0.654,0.159,5.0,-15.9,1,0.0698,0.979,0.00706,0.0911,0.322,129.481,169600.0,4,2,12.041203898548972,0.6825916666204286
173,Kishore Kumar,Tere Jaisa Yaar Kahan - Yaarana / Soundtrack Version,44.0,0.372,0.595,7.0,-11.152,1,0.0747,0.863,0.00221,0.31,0.393,104.427,4.646216667,4,3,1.7309857044049382,0.6221880916194514
174,Kianja,Place for Me,39.0,0.719,0.292,8.0,-8.47,0,0.0364,0.774,0.0001215,0.327,0.452,85.986,208736.0,4,9,12.248830365324803,0.5732368838873878
175,Anti-Flag,Hate Conquers All,44.0,0.582,0.945,11.0,-5.95,0,0.089,0.00016,0.001565,0.668,0.389,123.041,166893.0,4,10,12.02511415933326,0.00015998720136516955
176,Otherwise,Soldiers,64.0,0.592,0.877,2.0,-4.05,0,0.0502,0.0095,0.000171,0.131,0.712,117.106,241849.0,4,10,12.39607297825113,0.009455158770755133
177,Elai Botner,◊û◊û◊î ◊ê◊™ ◊§◊ï◊ó◊ì◊™,36.0,0.361,0.577,Unknown,-4.456,0,0.0286,0.246,6.64e-06,0.0627,0.134,151.768,213947.0,4,9,12.273488273822771,0.2199384203652614
178,Thomas Rhett,Country Again,70.0,0.467,0.481,2.0,-6.947,1,0.0255,0.227,0.000189,0.11,0.248,147.886,3.687333333,4,4,1.5448638350377462,0.2045721657287744
179,The Rakes,1989,40.0,0.492,0.942,6.0,-2.170850000000002,0,0.0757,0.00302,0.112,0.0531,0.845,168.026,180640.0,4,1,12.10426691524062,0.003015448960457358
180,Jack Johnson,My Mind Is For Sale,63.0,0.83,0.682,2.0,-7.16,1,0.134,0.676,0.000367,0.123,0.762,97.849,239840.0,4,9,12.38773148277403,0.5164100020598913
181,"Christone ""Kingfish"" Ingram",If You Love Me,48.0,0.731,0.892,9.0,-4.812,1,0.0621,0.128,0.0196,0.666,0.897,112.981,243450.0,4,2,12.402670969222045,0.12044615307586716
182,BackRoad Gee,A Yo,56.0,0.839,0.793,Unknown,-5.885,1,0.407,0.547,0.000101,0.134,0.771,143.978,161344.0,4,5,11.991300208465711,0.4363175715909291
183,R3HAB,We Do - Acoustic,41.0,0.56,0.28,10.0,-11.245,0,0.0392,0.797,0.0001215,0.159,0.722,143.854,149167.0,4,9,11.912828466536475,0.586118607801422
184,Peer Tasi,◊õ◊™◊ë◊™◊ô ◊û◊ô◊ú◊ô◊ù,32.0,0.485,0.392,5.0,-7.744,0,0.0302,0.787,0.0001215,0.111,0.313,71.375,245135.0,4,9,12.409568437555535,0.5805382361772911
185,Daulton Hopkins,I Melt with You,56.0,0.663,0.26,4.0,-11.577,1,0.0312,0.84,0.000346,0.111,0.32,118.061,3.6224,4,0,1.5309140507298338,0.6097655716208943
186,Waterparks,Just Kidding,48.0,0.677,0.87,11.0,-4.569,0,0.0356,0.199,0.0001215,0.304,0.737,94.984,149050.0,4,9,11.912043808241712,0.1814878760453772
187,Bomba Est√©reo,Deja,56.0,0.644,0.831,11.0,-7.118,0,0.0334,0.138,0.424,0.115,0.252,104.996,230893.0,4,1,12.349714009729952,0.1292723357041392
188,Modest Mouse,Float On,72.0,0.649,0.888,6.0,-4.807,1,0.0293,0.013,2.23e-06,0.0888,0.553,100.975,208467.0,4,1,12.247540831223935,0.012916225266546327
189,"Muhafiz, Sarthak Kalyani, Siddharth Chopra",Jaana Kaha Hai,26.0,0.454,0.381,Unknown,-13.133,0,0.0499,0.302,7.96e-05,0.289,0.315,75.058,4.533333333,4,0,1.7107904066341468,0.2639015437863775
190,"Lata Mangeshkar, Hariharan",Likha Hai Yeh,23.0,0.37,0.67,7.0,-11.007,0,0.0445,0.809,6.32e-06,0.236,0.802,177.164,5.209333333,3,3,1.8260535363983386,0.592774206413158
191,Nicole Zefanya,Anaheim,47.0,0.485,0.307,1.0,-13.129,1,0.0565,0.663,4.13e-05,0.123,0.132,80.171,4.3,4,0,1.667706820558076,0.5086232002107907
192,Irish Women In Harmony,Dreams,48.0,0.558,0.475,4.0,-8.623,1,0.0282,0.516,5.69e-06,0.107,0.344,116.924,4.15016667,4,0,1.6390290772587668,0.41607528722017995
193,Måneskin,Beggin',100.0,0.714,0.8,11.0,-4.808,0,0.0504,0.127,0.0001215,0.359,0.589,134.002,3.526,4,9,1.5098385472113456,0.11955923505763925
194,Mitski,Nobody,80.0,0.398,0.716,Unknown,-5.254,1,0.0392,0.0764,0.0001215,0.0848,0.494,117.295,3.223816667,4,9,1.4407391427631722,0.07362213987061368
195,Stan Getz,Pennies From Heaven,37.0,0.701,0.137,Unknown,-16.397,1,0.0417,0.991,0.912,0.155,0.68,92.341,311813.0,4,2,12.650162135175105,0.6886370250820592
196,Angel Du$t,Turn Off The Guitar,40.0,0.637,0.878,9.0,-5.09,0,0.0565,0.0154,9.04e-05,0.362,0.684,152.074,189023.0,4,10,12.149629270106962,0.015282623531156904
197,Tommy Tutone,867-5309 / Jenny,51.0,0.588,0.699,7.0,-10.193,1,0.0589,0.0228,0.00404,0.0692,0.6,137.633,228000.0,4,10,12.337105293891872,0.022543964434894505
198,Little Simz,"might bang, might not",57.0,0.431,0.731,11.0,-6.188,0,0.0489,0.00709,0.000101,0.35,0.644,176.515,126463.0,5,5,11.747712961667485,0.00706498412211794
199,Vintage Blues,Blues de un Mal D√≠a,19.0,0.345,0.638,4.0,-9.083,0,0.0345,0.0346,0.445,0.102,0.211,135.98,461480.0,3,2,13.042196161980025,0.034014878587277655
200,Franz Ferdinand,Evil Eye,52.0,0.702,0.815,11.0,-3.289,0,0.0296,0.0148,3.85e-05,0.0486,0.819,110.968,167253.0,4,10,12.02726889399746,0.014691548742989757
201,Megan Thee Stallion,Body,82.0,0.9010499999999992,0.732,8.0,-6.1,0,0.241,0.0166,0.0001215,0.107,0.469,94.066,171067.0,4,9,12.049816417257402,0.016463726030665083
202,prettyboys,WINTER HOOKUP,36.0,0.786,0.46,1.0,-8.028,1,0.241,0.438,2.35e-05,0.114,0.413,139.981,174962.0,4,5,12.072329801980052,0.36325325929885494
203,Kartikeya Vashist,The Winds of Bihu,23.0,0.605,0.574,1.0,-12.217,1,0.0588,0.744,0.904,0.213,0.176,89.941,230000.0,3,6,12.345838935721968,0.5561813254867879
204,Deepayan Deep Maitra,Lost Still Dreaming,17.0,0.476,0.724,8.0,-12.96,0,0.032,0.0201,0.751,0.113,0.41,137.998,311100.0,4,6,12.647872897281076,0.019900661706336167
205,Gary Numan,Cars,64.0,0.545,0.578,2.0,-8.745,1,0.0406,0.0114,6.57e-05,0.0692,0.819,128.038,238907.0,4,6,12.383833819567796,0.011335509663745602
206,The Ghost Inside,Aftermath,53.0,0.298,0.953,5.0,-3.334,0,0.192,0.000375,0.0254,0.1,0.127,172.023,298826.0,4,8,12.607620089604232,0.00037492970507318265
207,Madi Diaz,"New Person, Old Place",51.0,0.603,0.443,Unknown,-7.73,1,0.0288,0.533,2.24e-06,0.097,0.421,134.891,246227.0,4,6,12.414013214941749,0.4272265998896771
208,India Jordan,Feierabend,38.0,0.652,0.984,9.0,-3.642,0,0.197,0.00258,0.719,0.0456,0.838,148.004,327520.0,4,1,12.699307454139111,0.0025766775134498984
209,Ray Price,For the Good Times,47.0,0.352,0.204,3.0,-15.414,1,0.0311,0.76,0.000426,0.327,0.524,83.342,3.79645,4,4,1.567876060953837,0.5653138090500605
210,Limp Bizkit,Behind Blue Eyes,72.0,0.595,0.489,7.0,-6.66,1,0.0271,0.497,0.001565,0.119,0.0902,120.315,269973.0,4,10,12.506080937047429,0.4034631054374913
211,Eli Brown,Trouble (with Talk Show),38.0,0.631,0.948,Unknown,-4.459,1,0.11,0.0286,0.0198,0.0556,0.57,130.053,197043.0,4,10,12.191182333034979,0.028198654358678778
212,Switchfoot,Dare You To Move,4.0,0.421,0.891,4.0,-4.05,1,0.0386,0.00512,0.121,0.331,0.296,139.999,246813.0,4,10,12.416390295498509,0.005106937368144673
213,Hannah Wicklund,Bomb Through the Breeze,44.0,0.401,0.591,2.0,-4.65,1,0.0299,0.00252,0.00278,0.313,0.691,82.133,164645.0,4,2,12.01155299355253,0.0025168301242743875
214,Panic! At The Disco,Say Amen (Saturday Night),67.0,0.491,0.867,6.0,-2.313,0,0.103,0.167,0.001565,0.458,0.602,167.965,189187.0,4,10,12.150496508641321,0.15443635330441893
215,Sloan Peterson,New Direction,24.0,0.509,0.935,Unknown,-5.26,1,0.0805,0.021,0.0741,0.133,0.823,165.003,149065.0,4,1,11.912144439873002,0.020782539182528502
216,Pigs Pigs Pigs Pigs Pigs Pigs Pigs,Reducer,34.0,0.226,0.955,2.0,-6.291,1,0.11,3.54e-05,0.863,0.111,0.24,101.866,267880.0,4,10,12.498298131031802,3.5399373434786896e-05
217,Machine Gun Kelly,my ex's best friend (with blackbear),85.0,0.731,0.675,5.0,-5.134,0,0.0434,0.00473,0.001565,0.141,0.298,124.939,139461.0,4,10,11.845547441701855,0.00471884869994066
218,Fink,Boneyard - Edit,41.0,0.386,0.475,Unknown,-8.254,0,0.0265,0.843,0.000106,0.355,0.391,106.538,200000.0,3,2,12.206077645517674,0.6113946786876863
219,Majestic,Rasputin,88.0,0.758,0.913,6.0,-2.926,0,0.113,0.00364,6.92e-05,0.193,0.658,128.04,186210.0,4,9,12.134635718342254,0.0036333912324207737
220,Phoebe Bridgers,Savior Complex,65.0,0.369,0.441,4.0,-11.879,1,0.0327,0.931,0.0199,0.105,0.218,128.968,241640.0,3,6,12.395208432631799,0.6580380034463774
221,New Young Pony Club,Ice Cream,19.0,0.831,0.444,9.0,-5.787,0,0.0433,0.000351,0.000216,0.0724,0.924,121.994,192120.0,4,6,12.165880660845373,0.0003509384139107235
222,Tigercub,Control,36.0,0.44,0.905,8.0,-6.308,1,0.0477,0.000348,0.00182,0.104,0.568,83.978,246006.0,4,10,12.41311526979421,0.00034793946204439847
223,Gary Clark Jr.,Bright Lights,50.0,0.515,0.752,9.0,-2.170850000000002,0,0.0336,0.00207,2.5e-06,0.129,0.503,83.541,324787.0,4,10,12.690927940774339,0.0020678605019984956
224,Ben Harper,Black Eyed Dog,37.0,0.506,0.22,7.0,-13.371,1,0.0328,0.922,0.139,0.0806,0.496,93.583,168779.0,4,1,12.036351370711957,0.6533663105481007
225,"Asha Bhosle, Mohammed Rafi",Aaja Aaja Main Hoon Pyar Tera,21.0,0.482,0.59,4.0,-13.831,1,0.143,0.823,0.057,0.394,0.772,112.685,6.686,4,3,2.039400492142652,0.6004834956965259
226,Talk Talk,Life's What You Make It - 1997 Remaster,60.0,0.525,0.804,1.0,-7.575,1,0.0321,0.00367,0.285,0.0382,0.935,91.951,268893.0,4,10,12.502072528880458,0.003663281981734267
227,Planes Mistaken For Stars,Copper and Stars,33.0,0.344,0.809,Unknown,-8.984,1,0.124,0.000563,0.288,0.0935,0.394,125.281,211653.0,4,10,12.262708144896399,0.0005628415749594096
228,Ghost Funk Orchestra,Seven Eight,36.0,0.31,0.79,5.0,-7.745,1,0.0391,0.583,0.505,0.0833,0.889,193.7541,192520.0,1,10,12.167960517669087,0.4593217808988751
229,Sharon Roter,◊î◊†◊ô◊¶◊ï◊•,20.0,0.353,0.321,5.0,-11.44,1,0.0306,0.453,0.647,0.124,0.171,139.405,423293.0,4,10,12.955822252064122,0.37363038458814585
230,311,Down,60.0,0.441,0.922,6.0,-6.644,0,0.0655,0.000179,1.97e-06,0.381,0.565,175.411,172160.0,4,10,12.056185364488872,0.00017898398141152306
231,Young Guns,Bulletproof,44.0,0.478,0.915,5.0,-4.176,0,0.103,2.77e-05,0.000299,0.0882,0.817,166.05,184813.0,4,10,12.127105192896018,2.7699616362084496e-05
232,Editors,Ocean of Night,54.0,0.567,0.666,Unknown,-9.647,1,0.0298,0.0244,0.251,0.107,0.251,106.001,305489.0,4,10,12.629672323833821,0.024107075343233128
233,Kings of Leon,Molly's Chambers,61.0,0.598,0.911,11.0,-3.97,1,0.0515,0.222,3.84e-06,0.216,0.953,146.469,134907.0,4,6,11.812348343625029,0.20048886074940359
234,Beck,Devils Haircut,51.0,0.686,0.729,7.0,-4.848,1,0.0298,0.175,0.000833,0.137,0.79,123.546,192933.0,4,6,12.170103440490404,0.16126814759612226
235,Tom Morello,Interstate 80 (with Slash),43.0,0.358,0.912,7.0,-4.736,1,0.0976,0.000456,0.000124,0.348,0.351,174.171,278270.0,4,10,12.536350737988059,0.00045589606359546663
236,"Astronauts, etc.",Cherry Plum,42.0,0.667,0.659,4.0,-10.264,0,0.04,0.728,0.249,0.141,0.826,139.947,174857.0,4,1,12.071729494947865,0.5469646703818639
237,yaeow,Lost In Between,48.0,0.628,0.329,9.0,-13.577,1,0.104,0.8,0.0855,0.256,0.407,79.976,124500.0,4,9,11.732069026983156,0.5877866649021191
238,LUWTEN,Standstill,41.0,0.747,0.342,1.0,-12.199,1,0.0584,0.824,0.00334,0.092,0.354,127.998,256040.0,4,6,12.453092866888056,0.6010318916521397
239,Best Coast,Feeling Ok,45.0,0.438,0.913,9.0,-3.438,1,0.0558,0.000142,0.00393,0.145,0.21,118.963,196160.0,4,10,12.186691029596272,0.0001419899189543277
240,Liza Anne,Desire,26.0,0.66,0.578,7.0,-5.27,1,0.0301,0.0248,0.00204,0.119,0.587,110.976,179884.0,4,6,12.100073036806984,0.024497471600387438
241,Black Sabbath,God Is Dead?,56.0,0.379,0.726,3.0,-4.935,0,0.0332,0.000193,0.00266,0.0578,0.178,120.012,532267.0,4,8,13.184902400878109,0.00019298137789600553
242,N.Flying,Pardon?,33.0,0.583,0.981,4.0,-2.170850000000002,1,0.102,0.0701,0.001565,0.187,0.907,145.021,169173.0,4,10,12.03868305004409,0.06775210205081847
243,Krosis,Duplicity,36.0,0.553,0.924,11.0,-6.142,0,0.0649,0.000501,0.85,0.177,0.119,105.061,310857.0,4,8,12.647091495251797,0.0005008745414014229
244,Zozo Ginzburg,Boots,16.0,0.31,0.911,7.0,-5.255,1,0.0621,0.000104,0.508,0.0927,0.345,107.009,113688.0,4,6,11.641221929236108,0.00010399459237492542
245,phem,congratulations,51.0,0.457,0.764,5.0,-6.419,0,0.193,0.0258,1.98e-06,0.0721,0.61,129.514,132371.0,5,9,11.793371419757381,0.025472795973031023
246,I Prevail,Breaking Down,64.0,0.503,0.568,4.0,-7.182,0,0.0341,0.00131,0.00144,0.0856,0.0705,126.935,206147.0,4,10,12.236349636414445,0.0013091426986281878
247,Chapterhouse,Falling Down,32.0,0.459,0.836,9.0,-7.637,1,0.0378,1.77e-05,0.457,0.146,0.547,101.977,236373.0,4,6,12.373170575385972,1.7699843356848384e-05
248,The Pale White,Glue,38.0,0.301,0.887,4.0,-3.68,1,0.0525,0.00237,1.6e-05,0.197,0.622,176.054,217246.0,4,10,12.28879023405646,0.0023671959794785338
249,Kirk Fletcher,Two Steps Forward,30.0,0.217,0.909,8.0,-5.08,0,0.138,0.0168,0.14,0.345,0.673,185.561,305253.0,4,2,12.628899495900198,0.016660440893107243
250,Chase Rice,Eyes On You,73.0,0.606,0.652,9.0,-6.982,1,0.0281,0.323,5.335e-05,0.201,0.476,97.155,3.04155,4,4,1.3966282817594253,0.27990188513281866
251,Axum,Hakshivu Na,16.0,0.824,0.905,7.0,-4.861,1,0.133,0.302,0.000101,0.289,0.921,116.026,173787.0,4,5,12.06559144455055,0.2639015437863775
252,Cautious Clay,Wildfire,60.0,0.564,0.352,9.0,-10.788,1,0.0321,0.673,0.000213,0.449,0.415,85.013,151913.0,4,6,11.931069850235467,0.514618422004687
253,The Walkmen,The Rat,57.0,0.167,0.921,6.0,-4.881,0,0.061,0.000141,0.0716,0.239,0.315,168.225,262227.0,4,1,12.476969633321136,0.0001409900604343082
254,Yuval Dayan,◊°◊ï◊§◊®◊™ ◊™◊≥◊ì◊ß◊ï◊™,32.0,0.479,0.55,1.0,-7.123,0,0.0288,0.0373,0.0001215,0.321,0.214,99.698,205427.0,4,9,12.232850886562778,0.03662118345564531
255,Surf Curse,Freaks,86.0,0.346,0.944,9.0,-9.874,1,0.0485,4.16e-05,0.565,0.0546,0.403,179.63,147036.0,4,1,11.898439534769844,4.1599134743996355e-05
256,Andrei Smirnova,Peace Of Mind,46.0,0.734,0.138,9.0,-17.687,1,0.0494,0.904,0.925,0.11,0.168,113.911,2.466666667,3,7,1.2431935175753712,0.6439569363691736
257,Backstreet Boys,Hey Mr. DJ (Keep Playin' This Song),36.0,0.693,0.666,10.0,-6.347,0,0.0422,0.00402,0.0001215,0.098,0.651,92.015,4.43045,4,9,1.6920220034402496,0.004011941389855639
258,Alice Cooper,School's Out,68.0,0.294,0.745,5.0,-9.138,1,0.0461,0.05,0.125,0.676,0.347,134.364,210107.0,4,8,12.255376963214317,0.048790164169432
259,Temples,Holy Horses,26.0,0.508,0.776,9.0,-5.438,1,0.0336,0.00114,0.00935,0.293,0.549,101.952,185427.0,4,1,12.130421945522013,0.0011393506934261448
260,Willa Amai,What's Up?,25.0,0.626,0.151,8.0,-14.35,0,0.0465,0.909,9.59e-05,0.0944,0.157,135.896,222172.0,4,10,12.311211636653251,0.6465795447436106
261,Jimmy Eat World,My Sundown,41.0,0.528,0.428,3.0,-12.206,1,0.026,0.133,0.874,0.117,0.161,96.187,347867.0,4,10,12.75957837645542,0.12486898204586927
262,Chris Stapleton,Cold,57.0,0.555,0.505,1.0,-7.334,0,0.0333,0.0519,0.00361,0.148,0.293,117.481,309853.0,4,9,12.643856497779252,0.05059805276309138
263,John Lennon,Imagine - Remastered 2010,78.0,0.547,0.257,Unknown,-12.358,1,0.0252,0.907,0.183,0.0935,0.169,75.752,187867.0,4,10,12.143494867545447,0.645531326618282
264,Beck,Loser,66.0,0.615,0.616,6.0,-10.39,0,0.133,0.0399,0.000129,0.348,0.836,170.776,235000.0,4,6,12.367345048436391,0.03912455468405003
265,Robert Plant,Ship of Fools - 2006 Remaster,46.0,0.61,0.473,7.0,-6.594,1,0.0247,0.163,0.00111,0.0905,0.231,93.138,300587.0,4,10,12.6134958353445,0.1510028735365274
266,Powerman 5000,Bombshell,53.0,0.533,0.977,8.0,-2.170850000000002,0,0.113,0.00162,0.0254,0.241,0.541,147.814,194173.0,4,8,12.176509943281024,0.0016186892154563598
267,I Prevail,Every Time You Leave,63.0,0.473,0.749,1.0,-5.047,0,0.0287,0.000466,5.5e-06,0.0883,0.167,150.022,216627.0,4,10,12.285936875739093,0.00046589145571978056
268,Darq E Freaker,Butterscotch,14.0,0.555,0.983,10.0,-2.170850000000002,0,0.0738,0.0558,0.213,0.123,0.411,144.053,256766.0,4,5,12.455924337867613,0.05429877340737881
269,Like A Storm,Teardrop,42.0,0.445,0.779,9.0,-7.435,1,0.044,0.0236,0.028,0.121,0.25,75.983,238613.0,4,10,12.382602462532319,0.02332582530349669
270,Eric Bibb,Brazos River Blues,39.0,0.664,0.384,Unknown,-10.569,1,0.0455,0.488,0.0435,0.108,0.396,116.242,151403.0,3,2,11.927707039715742,0.3974329364109001
271,luxury elite,Strut (Áå´ „Ç∑ Corp. Remix),38.0,0.582,0.94,1.0,-7.675,1,0.0389,0.0406,0.923,0.696,0.671,92.946,145087.0,4,6,11.885095733867201,0.039797469874066085
272,SAULT,Red Lights,41.0,0.797,0.855,1.0,-3.984,1,0.0467,0.515,0.171,0.115,0.884,130.755,183530.0,4,6,12.120138869538158,0.4154154389613325
273,Evolfo,Strange Lights,24.0,0.421,0.784,3.0,-8.457,1,0.0466,0.015,0.00204,0.186,0.648,176.659,211520.0,4,1,12.262079563319608,0.014888612493750654
274,R.L. Burnside,Shake 'Em on Down,29.0,0.25,0.804,Unknown,-6.873,1,0.0723,0.0963,0.844,0.531,0.729,174.232,350947.0,4,2,12.768393343324833,0.09194087369835728
275,grandson,War,54.0,0.369,0.835,1.0,-4.462,0,0.0777,0.000105,0.0523,0.253,0.525,160.156,211500.0,4,10,12.261985005589679,0.00010499448788584462
276,Matt Andersen,Quarter On The Ground ( A Song For Uncle Joe),45.0,0.69,0.21,9.0,-8.531,1,0.0718,0.763,0.00298,0.325,0.49,70.91565,216453.0,4,2,12.285133332717853,0.5670169034157332
277,The HU,Sad But True,56.0,0.39,0.893,1.0,-5.153,1,0.0862,0.0028,0.0256,0.191,0.219,178.08,332852.0,4,8,12.715456230057182,0.002796087302001274
278,Tom Speight,Dakota,48.0,0.621,0.296,3.0,-9.801,1,0.0291,0.805,6.75e-05,0.103,0.257,121.918,4.90831667,4,0,1.7763609634358082,0.5905605917848442
279,Sublime,Santeria,77.0,0.682,0.765,1.0,-5.021,0,0.0395,0.0268,3.42e-05,0.188,0.567,90.807,182747.0,4,10,12.11586343363969,0.026447170014848295
280,The Knocks,R U HIGH (feat. Mallrat),53.0,0.643,0.803,1.0,-6.971,1,0.045,0.00189,0.943,0.145,0.634,121.001,359934.0,4,6,12.79367873857462,0.0018882161972378411
