Id,MSSubClass,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Condition1,Condition2,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofMatl,MasVnrType,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SalePrice,SalePrice_log,GrLivArea_log,TotalBsmtSF_log,LotArea_log,HouseAge,RemodAge,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,Foundation_CBlock,Foundation_PConc,Foundation_Stone,Foundation_Wood,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,GarageFinish_None,GarageFinish_RFn,GarageFinish_Unf,CentralAir_Y,TotalSF,OverallQual_GrLivArea,BathPerRoom,GarageQuality,FireplacesPerSF,FrontageRatio
24,120,44.0,4224,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,5,7,1976,1976,CompShg,None,0.0,2.0,TA,Gd,TA,No,GLQ,840,Unf,0,200,1040,GasA,2.0,SBrkr,-0.18872257596516903,0,0,1060,1,0,1,0,3,1,2.0,6,Typ,1,TA,1976.0,2,0.6097666584317348,TA,TA,Y,100,110,0,0,0,0,None,None,None,0,6,2007,129900,11.774527900858468,6.966967138613983,6.947937068614969,8.348774539791274,31,31,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,1039.8112774240349,5300,0.14285714285714285,0.0005747093858923043,0.0009607889746111888,0.010414201183431953
25,20,60.88666666666666,8246,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,5,8,1968,2001,CompShg,None,0.0,2.0,Gd,TA,TA,Mn,Rec,188,ALQ,668,204,1060,GasA,4.0,SBrkr,-0.18872257596516903,0,0,1060,1,0,1,0,3,1,3.0,6,Typ,1,TA,1968.0,1,-0.9575286703637909,TA,TA,Y,406,90,0,0,0,0,None,MnPrv,None,0,5,2010,154000,11.944714374881176,6.966967138613983,6.966967138613983,9.017604776833355,42,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,1059.8112774240349,5300,0.14285714285714285,-0.0009024775403994259,0.0009426747445863294,0.00738288670627703
26,20,110.0,14230,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,8,5,2007,2007,CompShg,Stone,640.0,3.0,TA,Gd,TA,No,Unf,0,Unf,0,1566,1566,GasA,4.0,SBrkr,1.5891264243049141,0,0,1600,0,0,2,0,3,1,3.0,7,Typ,1,Gd,2007.0,3,2.2600975013356326,TA,TA,Y,0,56,0,0,0,0,None,None,None,0,7,2009,256300,12.454107814022272,7.3783837129967145,7.356918242356021,9.56317796268366,2,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,1567.5891264243048,12800,0.25,0.0014116786391852796,0.0006375155757196669,0.00772960438479376
27,20,60.0,7200,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,5,7,1951,2000,CompShg,None,0.0,2.0,TA,TA,TA,Mn,BLQ,234,Rec,486,180,900,GasA,2.0,SBrkr,-0.7154926501192678,0,0,900,0,1,1,0,3,1,3.0,5,Typ,0,None,2005.0,2,0.630525536958828,TA,TA,Y,222,32,0,0,0,0,None,None,None,0,5,2010,134800,11.811554895830454,6.803505257608338,6.803505257608338,8.881975184248867,59,10,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,899.2845073498808,4500,0.16666666666666666,0.0006998063673238934,0.0,0.008332176086654632
28,20,98.0,11478,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,8,5,2007,2008,CompShg,Stone,200.0,3.0,TA,Ex,TA,No,GLQ,1218,Unf,0,486,1704,GasA,4.0,SBrkr,1.9315269725050783,0,0,1704,1,0,2,0,3,1,3.0,7,Typ,1,Gd,2008.0,3,1.6477105847863875,TA,TA,Y,0,50,0,0,0,0,None,None,None,0,5,2010,306000,12.631343648903034,7.4413203897176174,7.4413203897176174,9.348274558065496,3,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,1705.931526972505,13632,0.25,0.0009663991699626907,0.0005858465815401791,0.008537329035630281
29,20,47.0,16321,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,5,6,1957,1997,CompShg,None,0.0,2.0,TA,TA,TA,Gd,BLQ,1277,Unf,0,207,1484,GasA,2.0,SBrkr,1.5891264243049141,0,0,1600,1,0,1,0,2,1,2.0,6,Typ,2,Gd,1957.0,1,-0.7032324084069009,TA,TA,Y,288,258,0,0,0,0,None,None,None,0,12,2006,207500,12.242891437918386,7.3783837129967145,7.3031700512368,9.700269170029188,49,9,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,1485.5891264243048,8000,0.14285714285714285,-0.0004392457266751411,0.0013453616500011696,0.002879549074868276
30,30,60.0,6324,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Feedr,RRNn,4,6,1927,1950,CompShg,None,0.0,2.0,TA,TA,TA,No,Unf,0,Unf,0,520,520,GasA,1.0,SBrkr,-1.9665715762352522,0,0,520,0,0,1,0,1,1,1.0,4,Typ,0,None,1920.0,1,-1.1132202593169886,Fa,TA,Y,49,0,87,0,0,0,None,None,None,0,5,2008,68500,11.134603622683905,6.255750041753367,6.255750041753367,8.752265313595721,81,58,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,518.0334284237648,2080,0.2,-0.002136699154159287,0.0,0.009486166007905139
31,70,50.0,8500,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Feedr,Norm,4,4,1920,1950,CompShg,None,0.0,2.0,Fa,TA,TA,No,Unf,0,Unf,0,649,649,GasA,2.0,SBrkr,-1.54186320394851,668,0,1317,0,0,1,0,3,1,2.0,6,Typ,0,None,1920.0,1,-1.061323062999256,TA,Fa,N,0,54,172,0,0,0,None,MnPrv,None,0,7,2008,40000,10.596659732783579,7.183870715062453,6.476972362889683,9.04793908261736,88,58,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,1315.4581367960513,5268,0.14285714285714285,-0.000805252703337827,0.0,0.005881660981061051
32,20,76.47333333333333,8544,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,5,6,1966,2006,CompShg,None,0.0,2.0,TA,TA,TA,No,Unf,0,Unf,0,1228,1228,GasA,3.0,SBrkr,0.3643860018966346,0,0,1228,0,0,1,1,3,1,3.0,6,Typ,0,None,1966.0,1,-0.9523389507320176,TA,TA,Y,0,65,0,0,0,0,None,MnPrv,None,0,6,2008,149350,11.914054519303125,7.113956109566034,7.113956109566034,9.053101595549691,42,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,1228.3643860018967,6140,0.2857142857142857,-0.0007748893008397214,0.0,0.008949483128535204
33,20,85.0,11049,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,8,5,2007,2007,CompShg,None,0.0,3.0,TA,Ex,TA,Av,Unf,0,Unf,0,1234,1234,GasA,4.0,SBrkr,0.3841398796774133,0,0,1234,0,0,2,0,3,1,3.0,7,Typ,0,None,2007.0,2,0.15307133083568764,TA,TA,Y,0,30,0,0,0,0,None,None,None,0,1,2008,179900,12.100161978566867,7.118826249062078,7.118826249062078,9.3101857069459,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,1234.3841398796774,9872,0.25,0.00012394439743780374,0.0,0.007692307692307693
34,20,70.0,10552,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,5,5,1959,1959,CompShg,None,0.0,2.0,TA,TA,TA,No,Rec,1018,Unf,0,380,1398,GasA,3.0,SBrkr,1.918357720651226,0,0,1700,0,1,1,1,4,1,3.0,6,Typ,1,Gd,1959.0,2,-0.038948295539923114,TA,TA,Y,0,38,0,0,0,0,None,None,None,0,4,2010,165500,12.016732516077072,7.438971592395862,7.243512974665482,9.26416545867109,51,51,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,1399.9183577206513,8500,0.2857142857142857,-2.289729308637455e-05,0.0007138174715813125,0.006633184876338482
35,120,60.0,7313,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,9,5,2005,2005,CompShg,BrkFace,246.0,4.0,TA,Ex,TA,No,GLQ,1153,Unf,0,408,1561,GasA,4.0,SBrkr,1.4607262187298526,0,0,1561,1,0,2,0,2,1,4.0,6,Typ,1,Gd,2005.0,2,0.5267311443233627,TA,TA,Y,203,47,0,0,0,0,None,None,None,0,8,2007,277500,12.533579815765737,7.3537223303996315,7.3537223303996315,8.897545598709327,2,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,1562.4607262187299,14049,0.2857142857142857,0.0003372158414362117,0.000639606728349695,0.008203445447087777
36,60,108.0,13418,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,8,5,2004,2005,CompShg,Stone,132.0,3.0,TA,Ex,TA,Av,Unf,0,Unf,0,1117,1117,GasA,4.0,SBrkr,0.048323957404175395,1320,0,2452,0,0,3,1,4,1,3.0,9,Typ,1,Gd,2004.0,3,1.2273432946127532,TA,TA,Y,113,32,0,0,0,0,None,None,None,0,9,2006,309000,12.6410997921206,7.8050670442584895,7.0192966537150445,9.504426892100957,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,2437.048323957404,19616,0.4,0.0005003437809265198,0.0004101641424304563,0.008048289738430584
38,20,74.0,8532,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,5,6,1954,1990,CompShg,BrkFace,650.0,2.0,TA,TA,TA,No,Rec,1213,Unf,0,84,1297,GasA,3.0,SBrkr,0.5915555963755897,0,0,1297,0,1,1,0,3,1,2.0,5,Typ,1,TA,1954.0,2,0.22572740568051333,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,10,2009,153000,11.938199736300925,7.168579897264035,7.168579897264035,9.051696278536586,55,19,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,1297.5915555963757,6485,0.16666666666666666,0.0001739040105396867,0.0007700650721856511,0.008672213758349935
39,20,68.0,7922,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,5,7,1953,2007,CompShg,None,0.0,2.0,Gd,TA,TA,No,GLQ,731,Unf,0,326,1057,GasA,2.0,SBrkr,-0.19859951485555838,0,0,1057,1,0,1,0,3,1,3.0,5,Typ,0,None,1953.0,1,-1.0820819415263492,TA,TA,Y,0,52,0,0,0,0,None,None,None,0,1,2010,109000,11.599112335481124,6.964135612418245,6.964135612418245,8.977525200965243,57,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,1056.8014004851445,5285,0.16666666666666666,-0.0010227617594767006,0.0,0.00858260759813202
41,20,84.0,8658,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,6,5,1965,1965,CompShg,BrkFace,101.0,2.0,TA,TA,TA,No,Rec,643,Unf,0,445,1088,GasA,4.0,SBrkr,0.6804480463890938,0,0,1324,0,0,2,0,3,1,2.0,6,Typ,1,TA,1965.0,2,-0.07527633296233596,TA,TA,Y,0,138,0,0,0,0,None,GdWo,None,0,12,2006,160000,11.982935344196433,7.1891677384203225,6.9930151229329605,9.066354521447801,41,41,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,1088.680448046389,7944,0.2857142857142857,-5.681232676402714e-05,0.0009177002320201571,0.009700889248181084
43,85,70.88666666666667,9180,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,5,7,1983,1983,CompShg,None,0.0,2.0,TA,Gd,TA,Av,ALQ,747,LwQ,93,0,840,GasA,3.0,SBrkr,-0.7681696575346776,0,0,884,1,0,1,0,2,1,3.0,5,Typ,0,None,1983.0,2,0.25686572347115294,TA,Gd,Y,240,0,0,0,0,0,None,MnPrv,None,0,12,2007,144000,11.87757552297847,6.785587645007929,6.734591659972948,9.1248914101437,24,24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,839.2318303424653,4420,0.16666666666666666,0.00029024375533463607,0.0,0.007721018044512217
44,20,79.71333333333334,9200,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,5,6,1975,1980,CompShg,None,0.0,2.0,TA,Gd,TA,Av,LwQ,280,BLQ,491,167,938,GasA,2.0,SBrkr,-0.5903847575076693,0,0,938,1,0,1,0,3,1,2.0,5,Typ,0,None,1977.0,1,-0.7603193243564068,TA,TA,Y,145,0,0,0,0,0,None,MnPrv,None,0,7,2008,130250,11.777218637129327,6.844815479208263,6.844815479208263,9.127067452782361,33,28,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,937.4096152424924,4690,0.16666666666666666,-0.0008097117405286547,0.0,0.008663551063290222
45,20,70.0,7945,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,5,6,1959,1959,CompShg,None,0.0,2.0,TA,TA,TA,No,ALQ,179,BLQ,506,465,1150,GasA,4.0,FuseA,0.1075855907465115,0,0,1150,1,0,1,0,3,1,2.0,6,Typ,0,None,1959.0,1,-0.8018370814105928,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,5,2006,141000,11.856522261533737,7.048386408721883,7.048386408721883,8.980423936374544,47,47,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,1150.1075855907466,5750,0.14285714285714285,-0.000696643858740741,0.0,0.008809463881198087
46,120,61.0,7658,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,9,5,2005,2005,CompShg,BrkFace,412.0,4.0,TA,Ex,TA,No,GLQ,456,Unf,0,1296,1752,GasA,4.0,SBrkr,2.089557994751308,0,0,1752,1,0,2,0,2,1,4.0,6,Typ,1,Gd,2005.0,2,0.630525536958828,TA,TA,Y,196,82,0,0,0,0,None,None,None,0,2,2010,319900,12.675766851909591,7.469083884921234,7.469083884921234,8.943636705909594,5,5,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,1754.0895579947512,15768,0.2857142857142857,0.00035968370619442555,0.0005697714942492927,0.007964486225355791
